Group,Metric Name,Time,Value
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8819353152670706,103766011220711
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8839263806865061,103766011414241
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8866963042557086,103766011700565
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8889550680355413,103766011892320
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8909765122793172,103766012085574
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8930383647680021,103766012280389
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8949500665107888,103766012474362
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8976587615194558,103766012766210
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8999472428431518,103766012958225
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9019901185860253,103766013150546
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9039264780750855,103766013343326
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9059225832533083,103766013538141
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9079286376968908,103766013730171
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9099340508987984,103766013923731
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9130073218577525,103766014213039
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9151044326191464,103766014406339
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9169961356372025,103766014599410
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9189499088454921,103766014793139
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9226714350599927,103766015179938
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9249715990054502,103766015375013
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9269695377340867,103766015568573
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9289518962939076,103766015763128
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9309538928800172,103766015959152
